Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Status,Total_enrolled,Total_approved,Total_evaluations,Total_without_evaluations,Avg_grade,Course_Name,Marital_status_Label
2,1,1,9070,1,1,127.0,1,12,19,9,9,123.2,0,0,0,1,0,1,20.0,0,Graduate,12.0,12,12,0.0,14.75,Communication Design,Married
1,1,1,9070,1,1,117.0,1,4,19,3,5,123.7,1,0,0,1,0,0,19.0,0,Graduate,12.0,11,14,0.0,12.033333333333333,Communication Design,Single
1,1,2,9773,1,1,116.0,1,1,19,4,7,127.6,1,0,0,1,0,1,19.0,0,Dropout,12.0,12,14,0.0,13.5,Journalism & Communication,Single
1,1,4,9500,1,1,129.0,1,37,37,9,9,117.1,1,0,0,1,0,0,30.0,0,Graduate,15.0,15,15,0.0,14.827678571428573,Nursing,Single
1,1,1,9500,1,1,157.0,1,19,38,5,3,149.3,0,0,0,1,0,0,18.0,0,Graduate,16.0,16,16,0.0,14.035,Nursing,Single
1,17,1,9085,1,1,135.0,1,1,19,4,10,125.6,1,0,0,1,0,0,18.0,0,Graduate,10.0,7,16,1.0,12.5,Veterinary Nursing,Single
1,1,1,9773,1,1,139.0,1,38,38,9,9,145.0,1,0,0,1,0,1,18.0,0,Graduate,12.0,12,12,0.0,13.333333333333334,Journalism & Communication,Single
1,18,1,9500,1,1,115.0,1,38,37,5,5,115.0,0,0,0,1,0,0,20.0,0,Graduate,15.0,13,22,0.0,12.05125,Nursing,Single
1,1,1,9254,1,1,123.0,1,38,38,4,7,114.3,0,0,0,1,0,0,19.0,0,Dropout,12.0,0,0,0.0,0.0,Tourism,Single
1,43,2,9254,1,1,140.0,1,19,19,9,9,126.0,1,0,0,1,0,0,19.0,0,Dropout,12.0,0,12,0.0,0.0,Tourism,Single
1,1,1,171,1,1,138.0,1,19,37,7,7,124.0,1,0,0,0,0,0,19.0,0,Dropout,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,1,4,9254,1,1,132.0,1,1,38,5,6,122.6,1,0,0,1,0,1,18.0,0,Graduate,12.0,12,13,0.0,12.142857142857142,Tourism,Single
1,1,4,9500,1,1,140.0,1,3,19,2,3,133.8,1,0,0,1,0,0,17.0,0,Enrolled,16.0,10,28,0.0,12.46,Nursing,Single
1,18,1,9853,1,1,117.0,1,19,38,4,0,113.5,1,0,0,1,0,0,19.0,0,Graduate,14.0,12,19,0.0,12.666666666666666,Basic Education,Single
1,1,4,9238,1,1,125.0,1,19,1,4,5,122.6,1,1,0,1,0,0,18.0,0,Enrolled,12.0,7,17,0.0,11.666666666666668,Social Service,Single
1,7,1,9500,1,3,140.0,1,37,37,4,4,140.0,0,0,0,1,0,0,25.0,0,Graduate,16.0,14,16,0.0,14.805714285714286,Nursing,Single
1,1,1,9238,1,1,133.1,1,12,38,4,9,107.0,1,0,0,1,0,0,19.0,0,Dropout,12.0,11,21,0.0,11.157142857142857,Social Service,Single
1,53,1,9085,1,42,130.0,1,19,1,9,9,130.0,1,0,1,0,0,0,24.0,0,Enrolled,18.0,14,22,0.0,13.0625,Veterinary Nursing,Single
1,1,1,9238,1,1,134.0,1,1,1,4,9,124.2,1,0,1,1,0,1,19.0,0,Graduate,12.0,12,12,0.0,12.75,Social Service,Single
1,18,1,9500,1,1,128.0,1,19,1,9,4,125.8,0,0,0,1,0,1,20.0,0,Enrolled,16.0,0,16,16.0,0.0,Nursing,Single
1,1,1,9670,1,1,115.0,1,1,1,5,4,108.0,1,0,0,1,0,1,20.0,0,Graduate,12.0,10,15,0.0,13.4,Advertising & Marketing,Single
1,1,2,9500,1,1,119.0,1,1,1,4,4,115.2,1,0,0,1,0,1,20.0,0,Graduate,15.0,15,16,0.0,13.21875,Nursing,Single
1,17,1,9085,1,1,131.0,1,1,3,4,1,129.3,1,0,0,1,0,0,19.0,0,Graduate,10.0,7,20,1.0,10.791666666666668,Veterinary Nursing,Single
1,7,1,9003,1,Others,120.0,1,3,1,2,4,120.0,1,0,0,1,0,0,31.0,0,Graduate,24.0,23,28,0.0,13.63986013986014,Agronomy,Single
1,1,1,9085,1,1,120.0,1,1,19,3,4,116.7,0,0,0,1,0,0,20.0,0,Graduate,10.0,6,20,3.0,12.666666666666668,Veterinary Nursing,Single
1,1,3,9085,1,1,135.0,1,3,2,4,3,121.0,1,0,0,1,0,0,18.0,0,Enrolled,10.0,8,22,2.0,11.966666666666667,Veterinary Nursing,Single
1,17,1,9853,1,1,146.0,1,1,1,3,4,128.2,0,0,1,1,0,0,18.0,0,Enrolled,12.0,7,18,0.0,11.958333333333332,Basic Education,Single
1,1,4,9670,1,1,133.0,1,1,2,4,7,121.1,1,0,0,1,0,0,18.0,0,Graduate,12.0,11,16,0.0,14.533333333333333,Advertising & Marketing,Single
1,51,1,9238,1,1,122.0,1,19,3,5,2,112.6,0,0,1,1,0,0,20.0,0,Enrolled,21.0,11,28,0.0,11.8125,Social Service,Single
1,17,1,9085,1,1,128.0,1,2,19,2,4,123.3,1,0,0,1,0,1,20.0,0,Graduate,12.0,12,14,0.0,13.488095238095237,Veterinary Nursing,Single
1,17,2,9670,1,1,129.0,1,19,19,5,4,129.4,0,0,0,1,0,1,19.0,0,Dropout,12.0,10,17,0.0,12.1625,Advertising & Marketing,Single
1,17,1,9147,1,1,122.0,1,19,19,4,6,119.9,0,0,0,1,0,1,21.0,0,Graduate,10.0,10,12,0.0,11.8,Management,Single
1,1,4,9500,1,1,140.0,1,1,12,3,10,131.6,1,0,0,1,0,0,18.0,0,Graduate,15.0,15,17,0.0,13.189722222222223,Nursing,Single
1,51,1,9070,1,1,143.0,1,1,1,4,4,120.0,1,0,0,1,0,0,21.0,0,Dropout,21.0,20,21,0.0,12.2,Communication Design,Single
1,1,4,9500,1,1,118.0,1,19,19,3,3,110.0,1,0,0,1,0,0,19.0,0,Enrolled,14.0,11,19,0.0,12.735714285714284,Nursing,Single
1,44,1,9238,1,39,140.0,1,1,19,191,Others,143.0,0,0,0,1,0,0,20.0,0,Graduate,12.0,11,15,0.0,13.0,Social Service,Single
1,44,1,9085,1,1,140.0,1,1,2,3,3,140.0,0,0,0,1,0,0,20.0,0,Enrolled,12.0,9,16,0.0,13.642857142857142,Veterinary Nursing,Single
1,1,1,9670,1,1,123.0,1,12,1,9,9,119.2,1,0,0,1,0,1,18.0,0,Graduate,12.0,11,14,0.0,14.0,Advertising & Marketing,Single
1,1,1,9147,1,1,140.0,1,19,19,9,9,124.3,1,0,0,1,0,1,18.0,0,Graduate,10.0,9,13,0.0,11.875,Management,Single
1,17,1,9238,1,1,116.0,1,19,19,7,7,111.1,1,0,0,1,0,1,18.0,0,Graduate,12.0,12,18,0.0,11.583333333333334,Social Service,Single
1,43,1,9085,1,39,150.0,1,38,37,6,6,150.0,1,0,0,1,0,1,21.0,0,Graduate,12.0,8,27,3.0,13.142857142857142,Veterinary Nursing,Single
1,1,1,9500,1,1,147.0,1,38,19,5,8,147.3,0,0,0,1,0,0,18.0,0,Graduate,14.0,12,14,0.0,13.966666666666669,Nursing,Single
1,1,1,9500,1,1,162.0,1,19,1,5,5,147.5,1,0,0,1,0,1,18.0,0,Graduate,16.0,16,16,0.0,14.14125,Nursing,Single
1,17,2,9254,1,1,108.0,1,37,37,9,7,108.0,1,0,0,1,0,1,20.0,0,Graduate,12.0,8,20,0.0,11.675,Tourism,Single
2,42,1,9500,1,2,130.0,1,37,37,9,9,130.0,0,0,0,1,0,1,32.0,0,Graduate,16.0,16,16,0.0,14.6625,Nursing,Married
2,39,1,9991,0,1,140.0,1,37,37,9,10,130.0,0,0,0,1,0,0,34.0,0,Enrolled,10.0,0,10,0.0,0.0,Management (Evening),Married
1,1,2,9500,1,1,116.0,1,19,37,3,3,109.0,1,0,0,1,0,1,23.0,0,Graduate,15.0,14,17,0.0,12.831041666666668,Nursing,Single
1,1,5,9670,1,1,120.0,1,4,1,4,10,112.0,1,0,0,1,0,0,18.0,0,Enrolled,12.0,9,21,0.0,11.725,Advertising & Marketing,Single
1,17,1,8014,0,1,132.0,1,37,19,5,5,121.2,0,0,0,1,0,0,18.0,0,Graduate,12.0,10,18,0.0,12.5,Social Service (Evening),Single
1,43,1,171,1,2,140.0,1,37,37,9,9,140.0,1,0,0,1,0,0,34.0,0,Dropout,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,39,1,8014,0,1,120.0,Others,1,1,4,7,119.5,0,0,1,1,0,0,25.0,1,Enrolled,12.0,10,12,0.0,11.541666666666668,Social Service (Evening),Single
1,1,1,9147,1,1,136.0,1,37,38,Others,Others,125.9,0,0,0,1,0,0,21.0,0,Graduate,10.0,10,14,0.0,12.0,Management,Single
1,1,1,9254,1,1,133.0,1,19,Others,0,0,121.5,1,0,0,1,0,1,20.0,0,Dropout,12.0,0,24,0.0,0.0,Tourism,Single
1,1,5,9238,1,1,126.0,1,Others,19,0,2,121.5,1,0,0,1,0,0,18.0,0,Graduate,12.0,12,14,0.0,11.5,Social Service,Single
1,17,1,9085,1,1,142.0,1,3,37,4,8,132.4,1,0,0,1,0,0,18.0,0,Graduate,12.0,12,23,0.0,13.478571428571428,Veterinary Nursing,Single
1,17,1,9773,1,1,121.0,1,37,37,9,9,122.4,0,0,0,1,0,0,18.0,0,Graduate,12.0,12,13,0.0,13.095238095238095,Journalism & Communication,Single
1,39,1,8014,0,1,134.0,1,37,38,4,7,110.0,1,0,0,1,0,0,24.0,0,Dropout,12.0,1,22,0.0,5.0,Social Service (Evening),Single
1,51,1,9147,1,1,140.0,1,19,19,9,7,120.4,0,0,1,0,0,0,32.0,0,Graduate,28.0,27,30,0.0,10.799450549450547,Management,Single
1,39,1,9254,1,1,133.1,1,1,1,9,6,105.0,1,0,1,0,0,0,24.0,0,Dropout,12.0,9,30,0.0,10.80952380952381,Tourism,Single
1,1,1,9238,1,1,157.0,1,38,37,9,5,137.8,0,0,0,1,0,1,18.0,0,Dropout,12.0,6,13,0.0,6.916666666666667,Social Service,Single
1,51,1,9254,1,1,120.0,1,38,38,9,9,118.0,0,0,0,1,0,0,28.0,0,Graduate,12.0,11,16,0.0,12.728571428571428,Tourism,Single
1,17,5,9853,1,1,134.0,1,19,38,4,8,122.1,1,0,0,1,0,1,18.0,0,Dropout,12.0,10,17,0.0,11.833333333333332,Basic Education,Single
1,7,1,9853,1,3,140.0,1,34,34,0,0,140.0,1,0,0,0,0,0,24.0,0,Dropout,11.0,0,22,0.0,0.0,Basic Education,Single
1,1,1,9085,1,1,133.0,1,1,37,4,10,143.2,0,0,0,1,0,0,19.0,0,Graduate,10.0,10,13,0.0,13.8,Veterinary Nursing,Single
2,39,1,8014,0,1,146.0,1,37,37,9,8,120.5,0,0,0,1,0,0,20.0,0,Graduate,12.0,12,12,0.0,14.5,Social Service (Evening),Married
1,16,3,9085,1,1,130.0,1,37,37,9,2,119.5,1,0,0,1,0,1,18.0,0,Graduate,12.0,12,23,0.0,13.166666666666668,Veterinary Nursing,Single
1,1,1,171,1,1,151.0,1,37,37,9,7,147.5,1,0,0,1,0,0,18.0,0,Graduate,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,1,6,9773,1,1,133.1,1,1,1,90,90,129.6,0,0,0,1,0,0,22.0,0,Dropout,12.0,0,0,0.0,0.0,Journalism & Communication,Single
1,18,1,9853,1,1,132.0,1,37,37,9,5,126.1,0,0,0,1,0,1,18.0,0,Graduate,14.0,12,16,0.0,12.5,Basic Education,Single
2,39,1,9991,0,1,110.0,1,37,37,9,4,160.0,0,0,0,1,0,0,20.0,0,Graduate,10.0,10,10,0.0,12.100000000000001,Management (Evening),Married
5,39,1,9853,1,19,133.1,1,38,1,5,3,105.5,0,0,1,1,0,0,33.0,0,Dropout,12.0,10,14,0.0,11.899999999999999,Basic Education,Facto union
2,39,1,9853,1,1,110.0,1,37,37,9,9,95.5,0,0,1,0,0,0,32.0,0,Dropout,11.0,0,16,0.0,0.0,Basic Education,Married
2,39,1,9003,1,1,133.1,1,19,19,4,4,107.5,0,0,0,0,0,0,35.0,0,Dropout,12.0,0,0,0.0,0.0,Agronomy,Married
1,1,1,9238,1,1,105.0,1,19,19,6,6,106.1,1,0,0,1,0,0,20.0,0,Graduate,12.0,12,13,0.0,12.392857142857142,Social Service,Single
1,39,1,9254,1,1,160.0,1,3,1,6,6,116.3,1,0,0,1,0,0,24.0,0,Graduate,12.0,10,15,0.0,12.399999999999999,Tourism,Single
1,1,1,9500,1,1,144.0,1,38,1,9,10,137.4,0,0,0,1,0,0,19.0,0,Graduate,15.0,15,16,0.0,13.882539682539683,Nursing,Single
1,1,1,9254,1,1,100.0,1,19,19,5,5,101.8,1,0,0,1,0,0,21.0,0,Enrolled,12.0,10,14,0.0,12.3,Tourism,Single
1,1,2,9773,1,1,143.0,1,1,1,4,9,144.1,1,0,0,1,1,1,19.0,0,Graduate,12.0,12,13,0.0,13.75,Journalism & Communication,Single
1,42,1,9003,1,1,160.0,1,19,1,9,5,107.8,1,0,0,0,1,0,27.0,0,Dropout,12.0,0,18,0.0,0.0,Agronomy,Single
1,39,1,9853,1,1,140.0,1,19,1,9,4,128.2,0,0,0,0,0,0,30.0,0,Dropout,12.0,0,0,0.0,0.0,Basic Education,Single
1,17,4,171,1,1,133.1,1,38,38,9,9,117.0,1,0,0,1,1,0,21.0,0,Dropout,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,1,1,9070,1,1,116.0,1,1,12,5,8,110.4,1,0,0,1,1,0,19.0,0,Graduate,12.0,12,14,0.0,11.892857142857142,Communication Design,Single
2,39,1,9991,0,1,120.0,1,37,37,9,10,170.0,0,0,0,1,0,0,34.0,0,Enrolled,10.0,6,21,0.0,11.625,Management (Evening),Married
1,43,1,9500,1,1,141.0,1,4,19,4,10,100.0,0,0,0,1,1,0,18.0,0,Graduate,15.0,14,17,0.0,12.370535714285714,Nursing,Single
1,1,1,171,1,1,110.0,1,3,2,3,3,117.0,1,0,0,1,1,0,21.0,0,Graduate,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,1,2,171,1,1,127.0,1,3,39,1,3,133.5,1,0,0,1,1,0,17.0,0,Enrolled,0.0,0,0,0.0,0.0,Animation & Multimedia,Single
1,1,1,9500,1,1,132.0,1,19,37,4,9,128.0,1,0,0,1,0,1,19.0,0,Graduate,14.0,12,14,0.0,12.966666666666669,Nursing,Single
1,1,1,9773,1,1,135.0,1,37,38,9,6,122.1,1,0,0,1,1,0,18.0,0,Graduate,12.0,12,12,0.0,13.75,Journalism & Communication,Single
1,17,2,9500,1,1,135.0,1,19,19,9,10,133.4,1,0,0,1,0,0,19.0,0,Graduate,15.0,15,15,0.0,14.247232142857143,Nursing,Single
4,39,1,9254,1,1,140.0,1,38,37,9,9,112.0,0,0,1,1,0,0,20.0,0,Dropout,18.0,5,20,6.0,6.083333333333333,Tourism,Divorced
1,39,1,9085,1,1,133.1,1,19,37,9,6,130.0,1,0,0,1,0,0,26.0,0,Graduate,12.0,10,38,0.0,12.458333333333332,Veterinary Nursing,Single
2,39,2,9991,0,1,100.0,1,37,37,9,9,100.0,1,0,0,1,1,0,20.0,0,Dropout,9.0,0,4,0.0,0.0,Management (Evening),Married
2,39,1,9773,1,19,133.1,1,37,37,6,6,162.0,0,0,1,1,1,1,20.0,0,Graduate,12.0,12,15,0.0,13.226190476190476,Journalism & Communication,Married
1,42,1,9500,1,1,100.0,1,3,19,2,8,153.0,0,0,0,1,1,0,22.0,0,Enrolled,13.0,7,15,0.0,14.4375,Nursing,Single
1,17,1,9147,1,1,137.0,1,1,37,5,9,131.4,1,0,0,1,1,0,22.0,0,Dropout,10.0,3,15,0.0,10.0,Management,Single
2,7,1,9130,1,3,120.0,1,3,3,1,1,128.2,0,0,0,1,0,0,33.0,0,Dropout,10.0,4,19,1.0,11.75,Equinculture,Married
1,10,1,9670,1,1,148.9,22,37,37,9,9,148.9,0,0,0,1,0,0,20.0,1,Graduate,10.0,9,12,0.0,11.55,Advertising & Marketing,Single
1,1,4,9238,1,1,134.0,1,38,19,7,7,128.4,1,0,0,1,0,1,18.0,0,Graduate,12.0,12,12,0.0,12.083333333333332,Social Service,Single
1,1,5,9853,1,1,128.0,1,38,37,9,9,120.3,1,0,1,0,0,0,20.0,0,Dropout,12.0,5,19,0.0,11.333333333333332,Basic Education,Single
2,Others,1,9991,0,1,133.1,41,38,37,4,6,100.0,0,0,0,1,0,0,37.0,1,Graduate,20.0,17,22,0.0,12.514285714285714,Management (Evening),Married
1,1,1,9254,1,1,131.0,Others,37,1,9,3,126.1,1,0,0,1,1,0,18.0,1,Graduate,12.0,12,12,0.0,13.583333333333332,Tourism,Single
1,1,3,9254,1,1,118.0,1,1,19,9,9,111.7,1,0,0,1,0,0,19.0,0,Graduate,12.0,12,12,0.0,12.333333333333332,Tourism,Single
1,44,1,9085,1,39,140.0,1,1,19,3,3,140.0,1,0,0,1,0,0,21.0,0,Graduate,12.0,10,22,0.0,12.9,Veterinary Nursing,Single
1,1,2,9500,1,1,133.0,1,19,1,9,1,122.2,0,0,0,1,0,0,20.0,0,Graduate,15.0,13,18,0.0,12.813095238095237,Nursing,Single
1,1,2,9500,1,1,126.0,1,37,1,7,7,118.7,1,0,0,1,0,0,19.0,0,Dropout,15.0,0,0,0.0,0.0,Nursing,Single
1,17,2,9556,1,1,125.0,1,38,19,7,7,121.5,1,0,0,1,0,0,20.0,0,Dropout,14.0,8,24,0.0,12.3625,Oral Hygiene,Single
1,17,4,9500,1,1,138.0,1,3,1,2,5,134.5,1,0,0,1,0,0,18.0,0,Graduate,15.0,15,15,0.0,14.291071428571428,Nursing,Single
1,1,4,9500,1,1,140.0,1,1,19,9,7,127.0,1,0,0,1,0,0,19.0,0,Graduate,16.0,14,16,0.0,13.44285714285714,Nursing,Single
1,1,1,9238,1,1,124.0,1,37,38,9,3,114.2,0,0,0,1,0,0,18.0,0,Graduate,12.0,9,25,0.0,10.916666666666668,Social Service,Single
1,17,1,9238,1,1,133.0,1,38,38,7,7,125.3,1,0,0,1,0,1,18.0,0,Graduate,12.0,12,13,0.0,11.80952380952381,Social Service,Single
1,1,2,9773,1,1,127.0,1,1,19,4,5,120.4,1,0,0,1,0,0,18.0,0,Dropout,6.0,2,8,0.0,5.0,Journalism & Communication,Single
1,1,6,9500,1,1,138.0,1,1,38,3,9,123.0,1,0,0,1,0,0,19.0,0,Enrolled,14.0,11,18,0.0,13.253333333333334,Nursing,Single
1,1,2,9556,1,1,142.0,1,1,19,4,5,130.5,1,0,0,1,0,1,18.0,0,Graduate,15.0,15,16,0.0,13.138392857142858,Oral Hygiene,Single
1,1,1,9070,1,1,130.0,41,37,19,9,8,125.5,1,0,0,1,0,1,19.0,1,Graduate,12.0,12,12,0.0,13.833333333333332,Communication Design,Single
1,53,1,9003,1,42,130.0,1,1,19,9,7,133.8,0,0,1,1,0,1,24.0,0,Graduate,23.0,23,26,0.0,12.741258741258743,Agronomy,Single
1,44,1,9085,1,39,150.0,1,37,37,9,9,150.0,0,0,0,1,0,0,20.0,0,Enrolled,12.0,8,26,0.0,12.5,Veterinary Nursing,Single
1,1,1,9147,1,1,127.0,1,1,19,5,7,130.5,1,0,0,1,0,1,21.0,0,Graduate,10.0,9,13,1.0,12.025,Management,Single
1,44,1,9085,1,39,140.0,1,38,37,4,10,140.0,0,0,1,0,0,0,20.0,0,Dropout,12.0,9,24,0.0,12.5,Veterinary Nursing,Single
1,17,6,9500,1,1,126.0,1,19,37,3,9,119.4,1,0,0,1,0,1,19.0,0,Graduate,15.0,15,16,0.0,13.519047619047619,Nursing,Single
1,17,5,9556,1,1,139.0,1,19,19,9,8,121.3,1,0,0,1,0,1,19.0,0,Graduate,15.0,15,16,0.0,13.386607142857143,Oral Hygiene,Single
1,1,3,9500,1,1,141.0,1,1,1,9,9,126.3,1,0,0,1,0,0,18.0,0,Graduate,16.0,14,16,0.0,13.328571428571427,Nursing,Single
1,1,1,9085,1,1,120.0,1,38,38,4,7,111.6,1,0,0,1,0,0,19.0,0,Graduate,12.0,10,26,0.0,12.5,Veterinary Nursing,Single
1,17,4,9147,1,1,120.0,1,38,19,9,9,111.3,1,0,0,1,0,0,21.0,0,Graduate,10.0,10,10,0.0,12.899999999999999,Management,Single
1,1,2,9853,1,1,134.0,1,1,38,9,8,122.5,1,0,0,1,0,1,19.0,0,Graduate,12.0,12,13,0.0,14.5,Basic Education,Single
1,1,5,9254,1,1,128.0,1,19,1,7,10,116.5,1,0,0,1,0,1,18.0,0,Graduate,12.0,12,13,0.0,13.047619047619047,Tourism,Single
1,17,5,9070,1,1,133.0,1,4,1,4,4,132.0,1,1,0,1,0,1,17.0,0,Graduate,12.0,12,12,0.0,12.75,Communication Design,Single
1,18,4,9853,1,1,123.0,1,19,38,4,10,123.7,1,0,0,1,0,0,19.0,0,Enrolled,12.0,10,16,0.0,11.833333333333332,Basic Education,Single
1,17,6,9147,1,1,118.0,1,37,1,9,7,117.0,1,0,0,0,1,0,23.0,0,Dropout,10.0,6,18,1.0,11.166666666666668,Management,Single
1,1,1,9670,1,1,113.0,1,1,37,1,10,116.5,1,0,0,1,0,0,19.0,0,Graduate,12.0,12,17,0.0,12.305555555555557,Advertising & Marketing,Single
1,1,1,9500,1,1,135.0,1,19,3,9,4,121.5,1,0,0,1,0,0,18.0,0,Graduate,14.0,12,14,0.0,12.916666666666666,Nursing,Single
1,1,1,9670,1,1,133.1,1,38,38,5,9,105.0,1,0,0,1,0,0,20.0,0,Graduate,12.0,11,17,0.0,13.542857142857144,Advertising & Marketing,Single
1,1,3,9085,1,1,130.0,1,1,19,9,9,121.3,1,0,0,1,0,1,19.0,0,Graduate,10.0,10,11,0.0,14.2,Veterinary Nursing,Single
1,1,1,9238,1,1,135.0,1,19,38,3,9,136.1,1,0,0,1,0,1,18.0,0,Graduate,12.0,12,12,0.0,13.833333333333332,Social Service,Single
1,17,2,9238,1,1,133.0,1,37,37,9,4,123.6,0,0,0,1,0,1,19.0,0,Graduate,12.0,12,13,0.0,14.571428571428571,Social Service,Single
1,1,4,9238,1,1,123.0,1,38,1,4,10,129.0,1,0,0,1,0,0,19.0,0,Graduate,12.0,12,14,0.0,12.0,Social Service,Single
1,17,1,9500,1,1,145.0,1,19,37,4,8,136.8,1,0,0,1,0,0,18.0,0,Graduate,16.0,16,18,2.0,14.3775,Nursing,Single
1,17,2,9500,1,1,146.0,1,3,3,3,6,133.4,1,0,0,1,0,0,18.0,0,Graduate,15.0,14,17,0.0,12.771428571428572,Nursing,Single
1,1,5,9500,1,1,144.0,1,38,38,7,7,136.0,1,0,0,1,0,1,19.0,0,Graduate,14.0,12,14,0.0,14.15,Nursing,Single
1,1,1,9500,1,1,144.0,1,38,37,9,9,125.8,0,0,0,1,0,1,19.0,0,Graduate,16.0,14,24,0.0,12.471428571428572,Nursing,Single
1,1,1,9500,1,1,131.0,1,4,4,2,1,120.5,0,0,0,1,0,0,19.0,0,Graduate,14.0,12,14,0.0,14.15,Nursing,Single
1,1,2,9500,1,1,141.0,1,37,37,9,8,130.2,1,0,0,1,0,0,21.0,0,Graduate,15.0,15,19,0.0,14.059861111111111,Nursing,Single
1,1,3,9773,1,1,138.0,1,3,1,2,3,135.9,1,0,0,1,0,0,18.0,0,Graduate,12.0,12,13,0.0,14.761904761904763,Journalism & Communication,Single
1,1,1,9773,1,1,127.0,1,19,37,9,9,116.5,0,0,0,1,0,1,19.0,0,Graduate,12.0,12,13,0.0,13.726190476190476,Journalism & Communication,Single
1,1,4,9773,1,1,124.0,1,19,37,99,90,124.0,0,0,0,0,0,0,18.0,0,Dropout,8.0,0,8,0.0,0.0,Journalism & Communication,Single
1,7,1,8014,0,3,140.0,1,1,1,4,4,140.0,0,0,0,1,0,0,30.0,0,Dropout,12.0,0,0,0.0,0.0,Social Service (Evening),Single
1,17,1,9130,1,1,157.0,1,3,2,3,6,150.9,1,0,0,1,0,0,18.0,0,Dropout,12.0,11,16,0.0,15.083333333333332,Equinculture,Single
1,1,3,9500,1,1,129.0,1,19,19,4,8,127.3,1,0,0,1,0,1,20.0,0,Graduate,14.0,12,14,0.0,12.633333333333333,Nursing,Single
1,39,1,9670,1,19,133.1,1,1,1,4,7,100.0,0,0,1,0,0,0,25.0,0,Dropout,10.0,10,10,0.0,11.899999999999999,Advertising & Marketing,Single
1,1,5,9500,1,1,142.0,1,38,37,5,7,128.8,1,0,0,1,0,0,18.0,0,Graduate,14.0,12,14,0.0,14.233333333333334,Nursing,Single
5,1,3,9085,1,1,133.0,1,19,19,4,7,119.7,1,0,0,1,0,0,21.0,0,Enrolled,10.0,8,23,3.0,11.766666666666666,Veterinary Nursing,Facto union
1,1,1,9500,1,1,156.0,1,5,4,2,1,140.8,0,0,0,1,0,0,18.0,0,Graduate,16.0,14,16,0.0,15.7,Nursing,Single
1,1,1,9500,1,1,151.0,1,37,37,9,9,138.0,1,0,0,1,0,0,18.0,0,Graduate,14.0,12,14,0.0,15.2,Nursing,Single
1,17,1,9853,1,1,135.0,1,3,3,2,2,132.9,1,0,0,0,0,0,29.0,0,Dropout,12.0,11,17,0.0,15.966666666666665,Basic Education,Single
1,43,1,9130,1,1,140.0,1,3,3,2,2,140.0,0,0,0,1,0,0,20.0,0,Graduate,29.0,26,53,5.0,12.709821428571429,Equinculture,Single
1,7,1,9500,1,3,140.0,1,3,1,4,4,140.0,0,0,0,1,0,0,26.0,0,Dropout,15.0,0,0,0.0,0.0,Nursing,Single
1,1,2,9238,1,1,100.0,1,38,1,7,7,99.3,1,0,0,1,0,0,21.0,0,Graduate,12.0,11,14,0.0,12.2,Social Service,Single
1,18,1,9500,1,1,126.0,1,37,19,5,5,119.3,0,0,0,1,0,1,19.0,0,Graduate,16.0,16,18,2.0,13.78125,Nursing,Single
1,17,2,9254,1,1,123.0,1,19,19,5,5,113.2,1,0,1,1,0,0,19.0,0,Dropout,12.0,11,18,0.0,11.916666666666666,Tourism,Single
1,17,1,9773,1,1,133.1,1,38,38,9,5,117.0,0,0,0,1,0,0,21.0,0,Enrolled,12.0,10,16,0.0,11.816666666666666,Journalism & Communication,Single
1,18,1,8014,0,1,137.0,1,1,1,4,3,123.0,0,0,1,1,0,0,20.0,0,Graduate,12.0,8,28,0.0,11.4,Social Service (Evening),Single
1,1,6,9500,1,1,138.0,1,37,37,9,8,127.2,1,0,0,1,0,1,18.0,0,Graduate,15.0,15,16,0.0,13.773125,Nursing,Single
1,1,2,9773,1,1,128.0,1,34,19,3,0,141.0,1,0,0,0,0,0,20.0,0,Dropout,12.0,7,25,0.0,11.333333333333332,Journalism & Communication,Single
1,1,1,9238,1,1,136.0,1,19,38,9,9,121.7,0,1,0,1,0,1,20.0,0,Graduate,12.0,12,16,0.0,13.151785714285715,Social Service,Single
1,43,1,9500,1,1,127.0,1,19,19,4,7,121.1,0,0,0,1,0,1,18.0,0,Enrolled,14.0,7,18,0.0,12.780000000000001,Nursing,Single
1,16,1,9070,1,1,145.0,1,1,1,3,3,146.1,1,0,0,1,0,0,18.0,0,Enrolled,12.0,5,13,0.0,13.75,Communication Design,Single
1,1,1,9773,1,1,140.0,1,37,37,9,9,142.5,1,0,0,1,0,0,18.0,0,Graduate,12.0,11,15,0.0,13.266666666666666,Journalism & Communication,Single
1,17,1,9085,1,1,138.0,1,2,19,2,9,126.8,1,0,0,1,0,0,18.0,0,Enrolled,10.0,5,24,2.0,11.65,Veterinary Nursing,Single
