Application_order,Daytime_evening_attendance,Previous_qualification_grade,Admission_grade,Educational_special_needs,Tuition_fees_up_to_date,Scholarship_holder,Age_at_enrollment,Status,Total_enrolled,Total_approved,Total_evaluations,Total_without_evaluations,Avg_grade
6,1,138.0,123.0,0,1,0,19.0,Enrolled,14.0,11,18,0.0,13.253333333333334
2,1,142.0,130.5,0,1,1,18.0,Graduate,15.0,15,16,0.0,13.138392857142858
1,1,130.0,125.5,0,1,1,19.0,Graduate,12.0,12,12,0.0,13.833333333333332
1,1,130.0,133.8,0,1,1,24.0,Graduate,23.0,23,26,0.0,12.741258741258743
1,1,150.0,150.0,0,1,0,20.0,Enrolled,12.0,8,26,0.0,12.5
1,1,127.0,130.5,0,1,1,21.0,Graduate,10.0,9,13,1.0,12.025
1,1,140.0,140.0,0,0,0,20.0,Dropout,12.0,9,24,0.0,12.5
6,1,126.0,119.4,0,1,1,19.0,Graduate,15.0,15,16,0.0,13.519047619047619
5,1,139.0,121.3,0,1,1,19.0,Graduate,15.0,15,16,0.0,13.386607142857143
3,1,141.0,126.3,0,1,0,18.0,Graduate,16.0,14,16,0.0,13.328571428571427
1,1,120.0,111.6,0,1,0,19.0,Graduate,12.0,10,26,0.0,12.5
4,1,120.0,111.3,0,1,0,21.0,Graduate,10.0,10,10,0.0,12.899999999999999
2,1,134.0,122.5,0,1,1,19.0,Graduate,12.0,12,13,0.0,14.5
5,1,128.0,116.5,0,1,1,18.0,Graduate,12.0,12,13,0.0,13.047619047619047
5,1,133.0,132.0,1,1,1,17.0,Graduate,12.0,12,12,0.0,12.75
4,1,123.0,123.7,0,1,0,19.0,Enrolled,12.0,10,16,0.0,11.833333333333332
6,1,118.0,117.0,0,0,0,23.0,Dropout,10.0,6,18,1.0,11.166666666666668
1,1,113.0,116.5,0,1,0,19.0,Graduate,12.0,12,17,0.0,12.305555555555557
1,1,135.0,121.5,0,1,0,18.0,Graduate,14.0,12,14,0.0,12.916666666666666
1,1,133.1,105.0,0,1,0,20.0,Graduate,12.0,11,17,0.0,13.542857142857144
3,1,130.0,121.3,0,1,1,19.0,Graduate,10.0,10,11,0.0,14.2
1,1,135.0,136.1,0,1,1,18.0,Graduate,12.0,12,12,0.0,13.833333333333332
2,1,133.0,123.6,0,1,1,19.0,Graduate,12.0,12,13,0.0,14.571428571428571
4,1,123.0,129.0,0,1,0,19.0,Graduate,12.0,12,14,0.0,12.0
1,1,145.0,136.8,0,1,0,18.0,Graduate,16.0,16,18,2.0,14.3775
2,1,146.0,133.4,0,1,0,18.0,Graduate,15.0,14,17,0.0,12.771428571428572
5,1,144.0,136.0,0,1,1,19.0,Graduate,14.0,12,14,0.0,14.15
1,1,144.0,125.8,0,1,1,19.0,Graduate,16.0,14,24,0.0,12.471428571428572
1,1,131.0,120.5,0,1,0,19.0,Graduate,14.0,12,14,0.0,14.15
2,1,141.0,130.2,0,1,0,21.0,Graduate,15.0,15,19,0.0,14.059861111111111
3,1,138.0,135.9,0,1,0,18.0,Graduate,12.0,12,13,0.0,14.761904761904763
1,1,127.0,116.5,0,1,1,19.0,Graduate,12.0,12,13,0.0,13.726190476190476
4,1,124.0,124.0,0,0,0,18.0,Dropout,8.0,0,8,0.0,0.0
1,0,140.0,140.0,0,1,0,30.0,Dropout,12.0,0,0,0.0,0.0
1,1,157.0,150.9,0,1,0,18.0,Dropout,12.0,11,16,0.0,15.083333333333332
3,1,129.0,127.3,0,1,1,20.0,Graduate,14.0,12,14,0.0,12.633333333333333
1,1,133.1,100.0,0,0,0,25.0,Dropout,10.0,10,10,0.0,11.899999999999999
5,1,142.0,128.8,0,1,0,18.0,Graduate,14.0,12,14,0.0,14.233333333333334
3,1,133.0,119.7,0,1,0,21.0,Enrolled,10.0,8,23,3.0,11.766666666666666
1,1,156.0,140.8,0,1,0,18.0,Graduate,16.0,14,16,0.0,15.7
1,1,151.0,138.0,0,1,0,18.0,Graduate,14.0,12,14,0.0,15.2
1,1,135.0,132.9,0,0,0,29.0,Dropout,12.0,11,17,0.0,15.966666666666665
1,1,140.0,140.0,0,1,0,20.0,Graduate,29.0,26,53,5.0,12.709821428571429
1,1,140.0,140.0,0,1,0,26.0,Dropout,15.0,0,0,0.0,0.0
2,1,100.0,99.3,0,1,0,21.0,Graduate,12.0,11,14,0.0,12.2
1,1,126.0,119.3,0,1,1,19.0,Graduate,16.0,16,18,2.0,13.78125
2,1,123.0,113.2,0,1,0,19.0,Dropout,12.0,11,18,0.0,11.916666666666666
1,1,133.1,117.0,0,1,0,21.0,Enrolled,12.0,10,16,0.0,11.816666666666666
1,0,137.0,123.0,0,1,0,20.0,Graduate,12.0,8,28,0.0,11.4
6,1,138.0,127.2,0,1,1,18.0,Graduate,15.0,15,16,0.0,13.773125
2,1,128.0,141.0,0,0,0,20.0,Dropout,12.0,7,25,0.0,11.333333333333332
1,1,136.0,121.7,1,1,1,20.0,Graduate,12.0,12,16,0.0,13.151785714285715
1,1,127.0,121.1,0,1,1,18.0,Enrolled,14.0,7,18,0.0,12.780000000000001
1,1,145.0,146.1,0,1,0,18.0,Enrolled,12.0,5,13,0.0,13.75
1,1,140.0,142.5,0,1,0,18.0,Graduate,12.0,11,15,0.0,13.266666666666666
1,1,138.0,126.8,0,1,0,18.0,Enrolled,10.0,5,24,2.0,11.65
1,1,150.0,150.0,0,1,0,22.0,Graduate,12.0,11,16,0.0,13.714285714285715
3,1,150.0,150.0,0,1,0,19.0,Enrolled,10.0,4,18,1.0,14.166666666666668
1,1,131.0,134.5,0,1,1,19.0,Graduate,12.0,12,15,0.0,14.666666666666668
2,1,136.0,129.5,0,1,0,18.0,Graduate,15.0,15,17,0.0,15.977777777777778
1,1,117.0,113.2,0,1,0,20.0,Graduate,12.0,12,15,0.0,11.261904761904763
1,1,158.0,140.2,0,1,0,18.0,Dropout,12.0,9,18,0.0,11.125
2,1,129.0,119.2,0,1,0,21.0,Dropout,12.0,0,0,0.0,0.0
1,1,140.0,140.7,0,1,0,19.0,Graduate,12.0,12,14,0.0,12.142857142857142
5,1,141.0,142.3,0,1,0,18.0,Dropout,16.0,16,16,0.0,12.82875
4,1,132.0,129.9,0,1,0,18.0,Graduate,12.0,11,14,0.0,13.533333333333333
1,1,133.0,134.8,0,1,0,18.0,Enrolled,0.0,0,0,0.0,0.0
1,1,109.0,104.1,0,0,1,21.0,Dropout,12.0,2,24,0.0,6.5
1,1,135.0,122.4,0,1,0,19.0,Graduate,10.0,9,18,0.0,11.6375
1,1,122.0,120.6,0,1,1,19.0,Graduate,10.0,10,13,0.0,12.2
3,1,118.0,112.4,0,1,0,19.0,Dropout,12.0,5,17,0.0,5.642857142857143
1,1,174.0,157.9,0,1,0,18.0,Graduate,0.0,0,0,0.0,0.0
1,1,142.0,125.9,0,1,1,19.0,Dropout,12.0,1,11,0.0,5.0
2,1,131.0,118.4,0,1,1,20.0,Dropout,15.0,14,18,0.0,13.755555555555555
3,1,139.0,130.8,0,0,0,18.0,Dropout,16.0,12,18,2.0,12.758333333333333
1,1,170.0,176.7,0,1,1,19.0,Dropout,0.0,0,0,0.0,0.0
1,1,182.0,156.8,0,1,0,18.0,Graduate,12.0,12,14,0.0,12.958333333333332
1,1,125.0,126.8,0,1,0,18.0,Enrolled,12.0,10,29,0.0,12.375
1,1,142.0,128.0,0,1,1,19.0,Graduate,12.0,12,16,0.0,12.125
2,1,119.0,113.8,0,1,0,20.0,Graduate,10.0,8,16,0.0,11.766666666666666
5,1,128.0,120.8,0,1,1,19.0,Graduate,15.0,15,21,0.0,13.278571428571428
3,1,150.0,130.8,0,1,0,18.0,Graduate,16.0,14,16,0.0,13.614285714285714
1,1,133.1,101.0,0,1,0,25.0,Dropout,12.0,0,12,0.0,0.0
5,1,131.0,126.1,0,0,0,18.0,Graduate,12.0,10,15,1.0,11.833333333333332
5,1,118.0,113.8,0,1,0,19.0,Graduate,12.0,12,14,0.0,12.416666666666668
2,1,122.0,118.3,0,1,1,19.0,Graduate,15.0,15,15,0.0,13.204464285714286
1,1,116.0,127.9,0,0,1,20.0,Dropout,10.0,4,25,1.0,12.25
5,1,137.0,131.1,0,1,0,18.0,Enrolled,15.0,14,18,0.0,12.557142857142857
4,1,128.0,117.9,0,1,0,20.0,Graduate,10.0,7,24,1.0,12.392857142857142
1,1,123.0,115.7,0,1,0,21.0,Graduate,12.0,12,15,0.0,12.726190476190476
2,1,133.1,141.0,0,1,0,19.0,Graduate,0.0,0,0,0.0,0.0
1,0,110.0,120.0,0,1,0,20.0,Graduate,12.0,12,12,0.0,12.666666666666666
1,1,143.0,131.8,0,0,0,18.0,Enrolled,12.0,10,21,0.0,13.283333333333333
1,1,150.0,131.1,0,1,1,19.0,Graduate,12.0,11,13,0.0,13.116666666666667
6,1,129.0,117.8,0,1,0,18.0,Graduate,12.0,10,22,0.0,12.25
1,1,140.0,140.0,0,1,0,21.0,Graduate,10.0,10,11,0.0,14.5
1,1,133.1,108.0,0,1,1,20.0,Graduate,12.0,12,15,0.0,13.276785714285715
1,1,132.0,122.9,0,1,0,20.0,Graduate,14.0,14,14,0.0,13.571428571428573
1,1,130.0,130.0,0,1,0,21.0,Enrolled,12.0,8,26,0.0,12.041666666666668
4,1,137.0,126.0,0,1,0,19.0,Graduate,15.0,15,18,0.0,13.704444444444446
1,1,133.1,134.0,0,1,0,21.0,Graduate,24.0,20,34,0.0,13.136363636363637
1,1,143.0,134.3,1,1,0,19.0,Graduate,12.0,12,13,0.0,14.904761904761905
1,1,148.0,138.7,0,1,1,19.0,Graduate,15.0,15,20,0.0,15.1035
2,1,137.0,143.3,0,1,0,18.0,Enrolled,0.0,0,0,0.0,0.0
1,1,160.0,160.0,0,1,0,22.0,Graduate,12.0,12,20,0.0,14.071428571428571
2,1,112.0,111.0,0,1,0,21.0,Graduate,12.0,10,17,0.0,13.766666666666666
4,1,133.0,128.5,0,1,1,18.0,Dropout,12.0,5,28,0.0,10.666666666666668
4,1,142.0,133.0,0,1,1,20.0,Graduate,16.0,14,16,0.0,14.565714285714288
2,1,123.0,114.6,0,0,0,18.0,Dropout,10.0,7,14,0.0,11.375
1,1,103.0,104.1,0,1,0,20.0,Dropout,11.0,0,11,0.0,0.0
4,1,140.0,127.6,0,1,0,23.0,Graduate,15.0,13,18,0.0,13.785833333333334
2,1,159.0,151.0,0,1,0,18.0,Graduate,12.0,12,12,0.0,15.083333333333334
1,1,140.0,135.7,0,1,0,20.0,Graduate,12.0,12,12,0.0,13.333333333333334
1,1,148.0,137.8,0,1,1,18.0,Graduate,16.0,14,16,0.0,14.962857142857144
6,1,112.0,117.3,0,1,0,20.0,Graduate,10.0,9,16,0.0,11.6
2,1,131.0,121.2,0,1,0,18.0,Graduate,15.0,15,17,0.0,12.600000000000001
1,1,145.0,129.3,0,1,0,20.0,Graduate,12.0,12,13,0.0,16.36904761904762
5,1,133.1,123.0,0,1,0,19.0,Graduate,16.0,14,16,0.0,13.714285714285714
1,1,140.0,140.0,0,1,0,21.0,Graduate,12.0,12,18,0.0,12.654761904761905
1,1,140.0,140.0,0,1,0,33.0,Graduate,12.0,9,15,0.0,13.0
1,1,150.0,144.6,0,0,0,24.0,Dropout,10.0,1,11,0.0,6.5
1,1,120.0,118.3,0,1,1,20.0,Graduate,22.0,22,26,0.0,12.375
1,1,156.0,153.6,0,1,0,18.0,Graduate,0.0,0,0,0.0,0.0
4,1,167.0,158.3,0,1,0,18.0,Graduate,12.0,12,12,0.0,14.666666666666666
1,0,133.1,100.0,0,1,0,29.0,Dropout,12.0,6,22,0.0,11.25
1,1,147.0,134.9,1,1,0,18.0,Graduate,15.0,15,18,0.0,14.207792207792206
3,1,129.0,142.0,0,1,0,19.0,Graduate,12.0,12,15,0.0,12.69047619047619
1,1,136.0,127.3,0,1,0,19.0,Dropout,0.0,0,0,0.0,0.0
1,1,128.0,116.5,0,1,1,18.0,Graduate,12.0,11,17,0.0,10.65
1,1,140.0,138.6,0,1,1,19.0,Graduate,15.0,14,20,0.0,13.656818181818181
1,1,141.0,133.0,0,1,0,20.0,Dropout,26.0,22,40,0.0,12.526923076923076
2,1,133.0,136.2,0,1,0,19.0,Enrolled,12.0,3,26,0.0,11.0
1,1,125.0,118.0,0,1,1,19.0,Graduate,12.0,7,19,0.0,12.291666666666668
1,1,124.0,126.8,0,1,1,18.0,Enrolled,12.0,11,20,1.0,11.571428571428571
6,1,140.0,128.5,0,1,1,18.0,Graduate,16.0,16,16,0.0,13.40375
1,1,140.0,129.9,0,1,1,19.0,Graduate,12.0,9,24,0.0,12.0
4,1,137.0,125.8,0,1,0,20.0,Dropout,12.0,11,13,0.0,12.266666666666666
1,1,144.0,129.3,0,1,1,18.0,Enrolled,0.0,0,0,0.0,0.0
6,1,138.0,124.7,0,1,0,18.0,Dropout,15.0,0,0,0.0,0.0
1,1,130.0,154.9,0,0,0,35.0,Dropout,12.0,9,18,0.0,16.083333333333336
1,1,142.0,127.3,0,1,0,18.0,Enrolled,10.0,6,16,1.0,11.0
1,1,136.0,129.0,0,1,1,19.0,Graduate,0.0,0,0,0.0,0.0
2,1,133.1,98.0,0,1,1,19.0,Enrolled,12.0,10,16,0.0,12.142857142857142
2,1,130.0,122.0,0,1,0,20.0,Enrolled,10.0,6,19,0.0,11.375
1,1,117.0,112.5,0,1,0,19.0,Enrolled,12.0,7,20,0.0,11.0
3,1,136.0,127.3,0,1,0,19.0,Dropout,10.0,5,15,0.0,10.5
2,1,133.1,100.5,0,1,0,24.0,Dropout,14.0,0,31,1.0,0.0
1,0,140.0,122.0,0,0,0,29.0,Dropout,12.0,4,18,0.0,6.25
1,1,150.0,140.0,0,1,0,24.0,Graduate,15.0,9,33,0.0,11.947222222222223
2,1,121.0,116.1,0,1,0,19.0,Graduate,12.0,9,19,0.0,11.85
1,1,120.0,130.0,0,1,0,37.0,Dropout,0.0,0,0,0.0,0.0
2,1,143.0,146.2,0,1,0,18.0,Graduate,12.0,10,13,0.0,12.5
1,1,180.0,180.0,0,1,1,20.0,Enrolled,13.0,12,22,0.0,14.133928571428571
5,1,132.0,127.8,0,0,0,18.0,Dropout,10.0,0,0,0.0,0.0
1,1,130.0,130.8,0,1,0,22.0,Enrolled,10.0,3,14,2.0,6.666666666666667
2,1,133.1,109.0,0,1,1,22.0,Enrolled,10.0,6,16,0.0,11.452380952380953
5,1,131.0,132.4,0,0,0,18.0,Dropout,12.0,0,6,0.0,0.0
3,1,149.0,129.3,0,1,0,18.0,Graduate,16.0,14,16,0.0,13.1
1,1,124.0,125.4,0,1,0,19.0,Graduate,12.0,12,12,0.0,13.333333333333332
1,1,126.0,130.2,0,1,0,19.0,Enrolled,10.0,8,15,0.0,11.1
1,1,140.0,132.0,0,1,0,19.0,Dropout,12.0,8,20,0.0,12.285714285714285
1,1,170.0,170.0,0,1,0,21.0,Graduate,12.0,12,13,0.0,15.226190476190476
2,1,133.0,130.2,0,1,0,19.0,Enrolled,16.0,13,25,1.0,11.8
2,1,126.0,115.5,0,1,0,18.0,Graduate,14.0,10,21,0.0,13.516666666666666
2,1,129.0,127.6,0,1,0,19.0,Dropout,10.0,8,17,0.0,11.3
1,1,140.0,140.0,0,1,0,25.0,Graduate,12.0,12,12,0.0,14.083333333333332
1,1,130.0,120.2,0,1,0,22.0,Graduate,12.0,12,21,0.0,14.666666666666666
1,1,130.0,150.0,0,1,0,24.0,Graduate,16.0,14,16,0.0,12.742857142857144
2,1,99.0,100.0,0,1,0,19.0,Graduate,15.0,14,18,0.0,12.551785714285714
1,1,146.0,100.0,0,1,0,18.0,Enrolled,10.0,7,20,0.0,11.958333333333332
1,1,129.0,128.0,0,0,0,20.0,Dropout,0.0,0,0,0.0,0.0
2,1,132.0,128.0,0,1,1,19.0,Graduate,16.0,14,16,0.0,14.935714285714283
3,1,110.0,107.2,0,1,0,19.0,Dropout,12.0,6,31,0.0,10.25
1,1,116.0,110.1,0,1,0,19.0,Graduate,12.0,10,15,0.0,13.166666666666668
1,1,119.0,119.0,0,1,0,23.0,Dropout,12.0,0,14,0.0,0.0
1,1,120.0,155.5,0,1,0,20.0,Dropout,12.0,9,25,0.0,13.9
1,1,117.0,118.4,0,1,0,19.0,Graduate,12.0,10,14,2.0,11.291666666666668
4,1,137.0,141.2,0,1,0,19.0,Graduate,0.0,0,0,0.0,0.0
1,1,124.0,119.1,0,1,0,18.0,Dropout,0.0,0,0,0.0,0.0
1,1,151.0,111.0,0,1,0,28.0,Dropout,10.0,2,18,0.0,5.0
1,1,138.6,138.6,0,1,0,20.0,Dropout,12.0,7,21,0.0,11.583333333333332
2,1,118.0,121.2,0,1,1,18.0,Enrolled,12.0,7,21,0.0,11.333333333333332
1,1,136.0,150.4,0,1,1,21.0,Graduate,0.0,0,0,0.0,0.0
1,1,123.0,117.8,0,1,0,19.0,Enrolled,12.0,6,22,0.0,12.875
1,1,133.1,102.5,0,0,0,24.0,Dropout,12.0,0,14,0.0,0.0
1,1,130.0,110.0,0,1,0,24.0,Enrolled,12.0,9,23,0.0,11.333333333333334
1,1,133.1,138.3,0,0,0,25.0,Enrolled,12.0,0,12,0.0,0.0
1,1,150.0,122.3,0,1,0,28.0,Graduate,12.0,11,18,0.0,12.6
1,0,130.0,127.8,0,1,0,37.0,Enrolled,10.0,7,14,0.0,11.041666666666668
1,1,128.0,100.0,0,1,0,19.0,Enrolled,10.0,7,20,0.0,11.25
4,1,133.0,126.4,0,1,1,18.0,Graduate,15.0,15,15,0.0,13.684553571428573
1,1,133.1,100.0,0,1,0,20.0,Dropout,12.0,4,28,0.0,10.0
4,1,129.0,117.1,0,1,0,21.0,Graduate,12.0,12,13,0.0,13.0
1,1,128.0,124.7,0,1,1,19.0,Enrolled,14.0,12,21,0.0,12.472619047619048
2,1,136.0,124.1,0,1,1,21.0,Enrolled,16.0,0,16,16.0,0.0
1,1,130.0,129.4,0,0,0,23.0,Dropout,10.0,0,13,0.0,0.0
1,1,141.0,138.9,0,1,0,18.0,Graduate,10.0,9,11,1.0,13.425
1,1,140.0,138.6,0,1,0,22.0,Dropout,12.0,8,13,0.0,13.166666666666668
1,1,122.0,133.9,0,1,0,25.0,Dropout,24.0,17,29,0.0,11.852272727272728
1,1,140.0,140.0,0,1,0,27.0,Dropout,24.0,13,25,2.0,13.95
1,1,133.1,95.1,0,0,0,20.0,Dropout,10.0,0,11,0.0,0.0
1,0,120.0,128.2,0,0,0,31.0,Dropout,10.0,2,5,0.0,5.5
1,1,133.1,121.5,0,1,0,20.0,Dropout,12.0,11,22,0.0,14.023809523809524
1,1,120.0,120.0,0,0,0,25.0,Dropout,22.0,33,47,1.0,12.306818181818182
1,1,130.0,130.0,0,1,0,20.0,Enrolled,13.0,5,27,0.0,11.083333333333332
1,1,120.0,120.0,0,1,0,28.0,Dropout,12.0,5,19,0.0,12.333333333333332
1,0,133.1,107.0,0,1,0,20.0,Graduate,13.0,13,13,0.0,13.011904761904763
2,1,122.0,116.1,0,1,1,19.0,Enrolled,12.0,12,19,0.0,12.919642857142858
1,1,123.0,114.4,0,1,0,22.0,Dropout,10.0,2,14,0.0,5.75
1,1,178.0,157.7,0,1,0,34.0,Dropout,12.0,2,19,0.0,6.75
1,1,130.0,150.0,0,0,0,28.0,Dropout,21.0,21,25,0.0,15.045454545454547
1,1,110.0,114.3,0,1,0,20.0,Enrolled,12.0,10,19,0.0,12.100000000000001
1,1,106.0,104.6,0,0,0,21.0,Enrolled,12.0,9,21,0.0,14.4
1,1,140.0,140.0,0,1,0,20.0,Dropout,12.0,3,17,0.0,13.25
4,1,108.0,109.1,0,1,0,19.0,Dropout,10.0,0,10,0.0,0.0
1,1,120.0,120.6,0,1,0,18.0,Dropout,14.0,7,22,0.0,11.658333333333333
1,0,100.0,161.9,0,1,0,20.0,Dropout,10.0,0,14,0.0,0.0
1,0,140.0,140.0,0,0,0,33.0,Dropout,10.0,0,10,0.0,0.0
2,1,133.1,178.0,0,1,1,23.0,Graduate,12.0,11,15,0.0,13.066666666666666
1,0,133.1,138.3,0,1,0,20.0,Dropout,10.0,8,17,0.0,11.238095238095237
4,0,140.0,128.0,0,1,0,37.0,Dropout,12.0,0,0,0.0,0.0
1,1,100.0,139.0,0,1,0,36.0,Dropout,0.0,0,0,0.0,0.0
2,0,123.0,113.2,0,0,0,22.0,Dropout,10.0,5,15,2.0,11.083333333333332
1,0,133.1,139.0,0,1,0,20.0,Graduate,12.0,12,16,0.0,13.297619047619047
1,1,135.0,110.0,0,1,0,23.0,Graduate,12.0,10,13,0.0,13.041666666666668
1,1,132.0,136.6,0,1,0,19.0,Enrolled,12.0,8,17,3.0,11.2
1,0,120.0,161.1,0,1,0,20.0,Dropout,12.0,6,15,0.0,6.071428571428571
1,1,130.0,130.0,0,1,0,28.0,Graduate,30.0,29,51,1.0,12.683257918552037
1,1,140.0,140.0,0,1,0,21.0,Enrolled,12.0,8,28,0.0,11.125
1,1,133.1,121.0,0,0,0,21.0,Dropout,12.0,10,17,0.0,10.916666666666668
1,1,120.0,118.6,0,1,0,21.0,Graduate,21.0,20,27,0.0,12.100000000000001
1,1,140.0,138.3,0,1,0,20.0,Enrolled,12.0,10,20,1.0,12.464285714285715
1,1,133.1,115.8,0,0,0,20.0,Dropout,10.0,0,14,0.0,0.0
1,0,120.0,160.0,0,1,0,40.0,Graduate,10.0,10,10,0.0,12.2
1,1,125.0,114.5,0,1,1,22.0,Graduate,12.0,12,16,0.0,14.026785714285715
1,1,136.0,117.5,0,1,0,19.0,Enrolled,10.0,6,13,0.0,11.65
1,0,133.1,121.7,0,1,0,31.0,Dropout,10.0,0,12,0.0,0.0
1,1,120.0,115.0,0,1,0,30.0,Dropout,12.0,4,16,0.0,14.25
1,1,127.0,125.3,0,1,0,19.0,Graduate,12.0,10,20,0.0,10.9
1,1,131.0,131.0,0,1,0,22.0,Dropout,10.0,6,21,0.0,12.5
1,1,127.0,126.3,0,1,0,19.0,Graduate,12.0,12,16,0.0,13.083333333333334
1,1,132.0,127.1,0,0,0,21.0,Dropout,0.0,0,0,0.0,0.0
3,1,137.0,138.4,0,1,0,19.0,Graduate,12.0,12,15,0.0,14.276785714285715
2,1,126.0,100.0,0,1,0,22.0,Dropout,10.0,1,18,1.0,5.0
1,1,136.0,126.2,0,1,0,22.0,Graduate,12.0,10,18,0.0,11.2
1,1,124.0,118.8,0,1,0,19.0,Graduate,12.0,10,21,0.0,11.625
1,1,137.0,124.5,0,0,0,26.0,Dropout,12.0,0,0,0.0,0.0
1,1,140.0,140.0,0,1,0,23.0,Enrolled,13.0,4,24,0.0,14.0
1,1,131.0,125.1,0,1,0,18.0,Enrolled,12.0,11,17,4.0,11.566666666666666
1,1,130.0,118.8,0,1,1,22.0,Enrolled,10.0,7,19,0.0,10.833333333333332
5,1,136.0,125.2,0,1,0,19.0,Enrolled,10.0,10,18,0.0,13.273809523809524
1,1,133.1,95.0,0,1,0,20.0,Dropout,10.0,0,19,0.0,0.0
3,1,110.0,107.6,0,1,1,22.0,Enrolled,12.0,12,12,0.0,11.916666666666666
1,1,140.0,140.0,0,0,0,18.0,Dropout,10.0,2,12,0.0,6.5
2,0,133.1,125.4,0,1,0,39.0,Dropout,6.0,0,9,0.0,0.0
1,1,141.0,128.0,0,1,0,18.0,Dropout,16.0,0,16,6.0,0.0
3,1,130.0,129.3,0,1,1,18.0,Graduate,10.0,10,10,0.0,13.6
1,1,160.0,152.0,0,1,1,19.0,Graduate,12.0,12,13,0.0,13.928571428571429
1,1,140.0,128.8,0,1,0,18.0,Graduate,15.0,14,15,0.0,12.939583333333333
1,1,150.0,152.8,0,1,1,18.0,Dropout,10.0,4,12,0.0,6.375
1,1,150.0,150.0,0,1,0,22.0,Graduate,10.0,9,12,0.0,14.55
1,1,133.1,112.0,0,1,0,19.0,Graduate,12.0,12,13,0.0,12.166666666666666
1,1,152.0,135.6,0,1,0,18.0,Dropout,10.0,10,10,0.0,15.5
1,1,133.1,134.4,0,0,0,31.0,Dropout,10.0,4,18,4.0,14.666666666666668
1,0,130.0,120.5,0,1,0,28.0,Dropout,10.0,0,10,0.0,0.0
1,1,148.0,141.4,0,1,0,19.0,Dropout,12.0,0,0,0.0,0.0
1,1,148.0,145.2,0,1,0,20.0,Graduate,12.0,12,15,0.0,14.214285714285714
1,1,130.0,140.0,0,1,0,20.0,Dropout,12.0,4,14,0.0,6.125
1,1,160.0,100.0,0,1,0,38.0,Enrolled,12.0,9,20,1.0,16.25
1,0,130.0,140.0,0,1,0,31.0,Dropout,10.0,2,13,0.0,12.0
1,1,110.0,126.0,0,1,0,27.0,Enrolled,14.0,14,14,0.0,14.085714285714284
1,1,122.0,112.6,0,1,0,21.0,Graduate,12.0,12,19,0.0,10.333333333333332
1,1,110.0,106.8,0,1,0,34.0,Dropout,10.0,1,17,0.0,5.0
1,1,129.0,121.6,0,1,0,19.0,Enrolled,10.0,1,17,0.0,5.0
1,0,110.0,120.0,0,0,0,40.0,Dropout,10.0,5,15,0.0,10.583333333333332
1,1,170.0,160.6,0,1,1,18.0,Graduate,0.0,0,0,0.0,0.0
1,1,110.0,130.0,0,0,1,20.0,Dropout,12.0,0,12,0.0,0.0
5,0,110.0,110.0,0,1,0,37.0,Dropout,11.0,0,22,0.0,0.0
1,1,133.1,110.0,0,1,0,31.0,Dropout,12.0,0,18,0.0,0.0
1,1,133.1,145.8,0,1,0,34.0,Graduate,12.0,10,30,0.0,12.866666666666667
6,1,126.0,130.2,0,1,1,18.0,Dropout,0.0,0,0,0.0,0.0
1,1,137.0,122.3,0,1,1,18.0,Graduate,12.0,12,13,0.0,13.952380952380953
4,1,117.0,125.4,0,1,1,19.0,Graduate,12.0,12,13,0.0,12.0
1,0,100.0,130.0,0,1,0,40.0,Dropout,13.0,9,24,5.0,10.725
1,1,120.0,150.0,0,1,0,25.0,Dropout,12.0,0,12,0.0,0.0
5,1,126.0,116.9,0,1,0,20.0,Dropout,11.0,7,13,0.0,13.916666666666668
1,1,122.0,114.7,0,1,0,20.0,Enrolled,10.0,10,14,0.0,14.757142857142856
1,1,111.0,95.8,0,0,0,20.0,Dropout,12.0,0,0,0.0,0.0
4,1,139.0,133.1,0,1,0,18.0,Enrolled,10.0,7,15,1.0,13.583333333333332
1,1,150.0,150.0,0,1,0,35.0,Graduate,31.0,30,35,1.0,11.583333333333332
2,0,116.0,118.5,0,1,0,23.0,Graduate,10.0,9,11,0.0,13.0
1,1,130.0,131.1,0,1,0,19.0,Graduate,16.0,15,20,0.0,11.813839285714284
1,1,150.0,150.3,0,1,1,21.0,Graduate,20.0,16,30,0.0,13.98611111111111
1,1,132.0,120.5,0,1,0,19.0,Enrolled,12.0,8,25,0.0,12.875
1,1,108.0,105.6,0,1,0,20.0,Graduate,10.0,10,14,0.0,13.726190476190476
1,1,133.1,125.3,1,1,1,30.0,Dropout,12.0,0,0,0.0,0.0
1,1,120.0,131.0,0,1,0,20.0,Graduate,12.0,12,12,0.0,12.083333333333332
1,1,146.0,127.0,0,1,0,19.0,Graduate,16.0,14,16,0.0,13.614285714285714
1,1,150.0,150.0,0,1,0,22.0,Graduate,30.0,22,47,1.0,13.57857142857143
1,1,160.0,149.2,0,1,0,18.0,Graduate,10.0,9,12,0.0,14.1
1,1,125.0,121.5,0,1,1,21.0,Graduate,12.0,9,14,0.0,13.275
2,1,125.0,137.3,0,1,0,18.0,Dropout,12.0,0,0,0.0,0.0
4,1,122.0,119.6,0,1,0,18.0,Graduate,12.0,12,15,0.0,13.955357142857142
1,1,138.0,141.5,0,1,0,19.0,Graduate,0.0,0,0,0.0,0.0
1,1,150.0,150.0,0,1,0,21.0,Dropout,12.0,8,23,0.0,11.8375
1,1,140.0,110.0,0,1,0,31.0,Graduate,12.0,12,18,0.0,14.8625
